"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"448","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2230","Avoid long parameter lists (2 parameters - threshold is 1).","Design","ExcessiveParameterList"
"449","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2243","The method 'addFactoryCreate(String, Class<? extends ObjectCreationFactory<?>>)' has a NCSS line count of 2.","Design","NcssCount"
"450","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2243","The method 'addFactoryCreate(String, Class<? extends ObjectCreationFactory<?>>)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"451","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2243","The method 'addFactoryCreate(String, Class<? extends ObjectCreationFactory<?>>)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"452","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2243","Avoid long parameter lists (2 parameters - threshold is 1).","Design","ExcessiveParameterList"
"453","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2257","The method 'addFactoryCreate(String, String, String)' has a NCSS line count of 2.","Design","NcssCount"
"454","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2257","The method 'addFactoryCreate(String, String, String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"455","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2257","The method 'addFactoryCreate(String, String, String)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"456","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2257","Avoid long parameter lists (3 parameters - threshold is 1).","Design","ExcessiveParameterList"
"457","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2271","The method 'addFactoryCreate(String, Class<? extends ObjectCreationFactory<?>>, String)' has a NCSS line count of 2.","Design","NcssCount"
"458","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2271","The method 'addFactoryCreate(String, Class<? extends ObjectCreationFactory<?>>, String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"459","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2271","The method 'addFactoryCreate(String, Class<? extends ObjectCreationFactory<?>>, String)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"460","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2271","Avoid long parameter lists (3 parameters - threshold is 1).","Design","ExcessiveParameterList"
"461","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2285","The method 'addFactoryCreate(String, ObjectCreationFactory<?>)' has a NCSS line count of 2.","Design","NcssCount"
"462","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2285","The method 'addFactoryCreate(String, ObjectCreationFactory<?>)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"463","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2285","The method 'addFactoryCreate(String, ObjectCreationFactory<?>)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"464","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2285","Avoid long parameter lists (2 parameters - threshold is 1).","Design","ExcessiveParameterList"
"465","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2299","The method 'addFactoryCreate(String, String, boolean)' has a NCSS line count of 2.","Design","NcssCount"
"466","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2299","The method 'addFactoryCreate(String, String, boolean)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"467","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2299","The method 'addFactoryCreate(String, String, boolean)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"468","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2299","Avoid long parameter lists (3 parameters - threshold is 1).","Design","ExcessiveParameterList"
"469","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2313","The method 'addFactoryCreate(String, Class<? extends ObjectCreationFactory<?>>, boolean)' has a NCSS line count of 2.","Design","NcssCount"
"470","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2313","The method 'addFactoryCreate(String, Class<? extends ObjectCreationFactory<?>>, boolean)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"471","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2313","The method 'addFactoryCreate(String, Class<? extends ObjectCreationFactory<?>>, boolean)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"472","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2313","Avoid long parameter lists (3 parameters - threshold is 1).","Design","ExcessiveParameterList"
"473","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2329","The method 'addFactoryCreate(String, String, String, boolean)' has a NCSS line count of 2.","Design","NcssCount"
"474","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2329","The method 'addFactoryCreate(String, String, String, boolean)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"475","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2329","The method 'addFactoryCreate(String, String, String, boolean)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"476","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2329","Avoid long parameter lists (4 parameters - threshold is 1).","Design","ExcessiveParameterList"
"477","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2345","The method 'addFactoryCreate(String, Class<? extends ObjectCreationFactory<?>>, String, boolean)' has a NCSS line count of 2.","Design","NcssCount"
"478","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2345","The method 'addFactoryCreate(String, Class<? extends ObjectCreationFactory<?>>, String, boolean)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"479","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2345","The method 'addFactoryCreate(String, Class<? extends ObjectCreationFactory<?>>, String, boolean)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"480","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2345","Avoid long parameter lists (4 parameters - threshold is 1).","Design","ExcessiveParameterList"
"481","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2360","The method 'addFactoryCreate(String, ObjectCreationFactory<?>, boolean)' has a NCSS line count of 3.","Design","NcssCount"
"482","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2360","The method 'addFactoryCreate(String, ObjectCreationFactory<?>, boolean)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"483","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2360","The method 'addFactoryCreate(String, ObjectCreationFactory<?>, boolean)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"484","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2360","Avoid long parameter lists (3 parameters - threshold is 1).","Design","ExcessiveParameterList"
"485","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2374","The method 'addObjectCreate(String, String)' has a NCSS line count of 2.","Design","NcssCount"
"486","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2374","The method 'addObjectCreate(String, String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
